MID,doi,title,abstract,type_of_reference,id,first_authors,publication_year,volume,number,notes,alternate_title3,url,note,keywords,issn,author_address,language,start_page,end_page,alternate_title2,date,access_date,place_published,publisher,../Data/Data_0_Synergy.csv,../Data/Data_1_old_replication.csv,included_Data_0_Synergy.csv,included_Data_1_old_replication.csv
M9726,10.1016/j.mehy.2016.09.007,Guest Editorial: How stress changes the brain and causes a cluster of uniquely human diseases,,JOUR,RefID:1807-eggers2016guest,"['Eggers, A. E.']",2016.0,96,,['L612945486 2016-11-09 2016-11-23; ID: 16846'],Medical hypotheses,https://www.embase.com/search/results?subaction=viewrecord&id=L612945486&from=export http://dx.doi.org/10.1016/j.mehy.2016.09.007,Journal Article,"['Alzheimer disease', 'atherosclerosis', 'brain', 'cerebrovascular accident', 'deep vein thrombosis', 'degenerative disease', 'editorial', 'genetic screening', 'human', 'hypertension', 'lung embolism', 'migraine', 'neuroanatomy', 'obesity', 'physical disease by body function', 'posttraumatic stress disorder', 'risk factor', 'schizophrenia', 'physiological stress', 'thrombocyte activation']",1532-2777 0306-9877,,English,A2,A3,Med.Hypotheses,,,,,0.0,1.0,,
M9995,10.1093/jpepsy/jsy059,JPP Student Journal Club Commentary: Parental Posttraumatic Stress Symptom Trajectories of Children With Serious Illnesses/Injuries,,JOUR,RefID:1510-david2018jpp,"['David, J. G.', 'Daly, B. P.']",2018.0,43,10,['L624600303 2018-10-31 2019-10-14; ID: 16228'],Journal of pediatric psychology,https://www.embase.com/search/results?subaction=viewrecord&id=L624600303&from=export http://dx.doi.org/10.1093/jpepsy/jsy059,Journal Article,"['child', 'child parent relation', 'human', 'posttraumatic stress disorder', 'student']",1465-735X,,English,1083,1085,J.Pediatr.Psychol.,,,,,0.0,1.0,,
M10039,10.1016/j.biopsych.2020.03.001,The Maternal Immunome as a Potential Biomarker for the Child's Neurodevelopmental Trajectory,,JOUR,RefID:1462-czamara2020maternal,"['Czamara, D.']",2020.0,87,10,['Export Date: 16 October 2023; Cited By: 3; ID: 23162'],Biological psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083549951&doi=10.1016%2fj.biopsych.2020.03.001&partnerID=40&md5=51764c8de6bad9306450e17fd7718d52,Journal Article,,,,,868,869,Biol.Psychiatry,,,,,0.0,1.0,,
M10112,,Estimating the occurrence of posttraumatic stress disorder in military police officers in Bahia,,JOUR,RefID:1385-correia2016estimating,"['Correia, A. R.', 'Dunningham, W. A.']",2016.0,20,3,"['L621320508 2018-03-29 2018-04-05 Introduction: There are several mental disorders that can affect the individual who carries out a work in which situations of violence are constantly experienced such as military police officers, including the psychiatric ones, such as post-traumatic stress disorder - PTSD. The purpose of this research is to estimate the occurrence, and to investigate the presence of PTSD symptoms in military police officers of the state of Bahia. In order to collaborate understanding the mental health of these professionals, showing the sociodemographic profile of this population. Methodology: The sample consisted of 228 military police officers who filled out the sociodemographic form, and the for related with Post-Traumatic Stress Disorder Checklist-civilis, a self-assessment scale based on DSM-IV, to track this disorder. This research was approved by the Ethics Committee in Research Institute for Higher Education in Bahia (CEP / IMES) of the Foundation for the Promotion of Technology and Science - FTC Foundation. Results: According to the criteria of cut-off point, 35.53% of the participants presented symptoms of PTSD, and 16.7% was the estimated rate of PTSD according to the group criteria. There was not statistical association of socio-demographic items with the presence of PTSD. Relating with clinical history variable, the only one that had significant statistical difference was the history of psychiatric illness (p = 0.019). In terms of symptomatology, 50.4% of all participants fulfilled the criteria for increased excitability, 40.3% for trauma revival, and 23.2% for avoidance and emotional numbness. Discussion: The majority of probable PTSD in police officers are high and consistent with the data. Despite the limitations caused by the use of a single collection instrument, which made it impossible to evaluate the frequency and type of traumatic event, the objectives were reached. CONCLUSIONS: The high estimate of PTSD found comparing to general population may contribute to develop effectiveness policies aimed at the prevention and treatment of PTSD in military police. As a result, any association was not identified between the presence of the disorder and the sociodemographic data analyzed.; ID: 17046']",Revista Brasileira de Neurologia e Psiquiatria,https://www.embase.com/search/results?subaction=viewrecord&id=L621320508&from=export,Journal Article,"['article', 'Bahia', 'DSM-IV', 'human', 'major clinical study', 'police', 'posttraumatic stress disorder', 'self evaluation']",1414-0365,,English Portuguese,187,216,,,,,,0.0,1.0,,
M10362,10.1016/j.ajog.2022.05.051,Validation of childbirth-related posttraumatic stress disorder using psychophysiological assessment,,JOUR,RefID:1103-chan2022validation,"['Chan, S. J.', 'Thiel, F.', 'Kaimal, A. J.', 'Pitman, R. K.', 'Orr, S. P.', 'Dekel, S.']",2022.0,227,4,['L2019231864 2022-10-03 2023-01-31; ID: 14597'],American Journal of Obstetrics and Gynecology,https://www.embase.com/search/results?subaction=viewrecord&id=L2019231864&from=export http://dx.doi.org/10.1016/j.ajog.2022.05.051,Journal Article,"['intrauterine contraceptive device', 'adult', 'anxiety', 'breast feeding education', 'cesarean section', 'childbirth', 'clinical article', 'cross-sectional study', 'depression', 'discriminant analysis', 'ethnicity', 'female', 'health disparity', 'hospitalization', 'human', 'hysterectomy', 'letter', 'long-acting reversible contraception', 'morbidity', 'mortality', 'newborn morbidity', 'outpatient care', 'posttraumatic stress disorder', 'pregnant woman', 'prevalence', 'primipara', 'psychophysiologic assessment', 'skin conductance', 'vaginal delivery']",1097-6868 0002-9378,,English,656,659,Obstet.Gynecol.,,,,,0.0,1.0,,
M10540,10.1177/0004867417740209,Staging sets trajectory,,JOUR,RefID:905-burges2018staging,"['Burges Watson, I. P.']",2018.0,52,1,['Export Date: 16 October 2023; Cited By: 0; ID: 24459'],Australian and New Zealand Journal of Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040324604&doi=10.1177%2f0004867417740209&partnerID=40&md5=bec8f3f2e641983727af46829f32ed96,Journal Article,,,,,93,,Aust.N.Z.J.Psychiatry,,,,,0.0,1.0,,
M10587,10.1016/j.brat.2017.06.008,Best practice guidelines for modern statistical methods in applied clinical research: Introduction to the Special Section,,JOUR,RefID:854-brown2017practice,"['Brown, T. A.', 'Field, A. P.']",2017.0,98,,['L617191193 2017-07-11 2017-10-03; ID: 16520'],Behaviour research and therapy,https://www.embase.com/search/results?subaction=viewrecord&id=L617191193&from=export http://dx.doi.org/10.1016/j.brat.2017.06.008,Journal Article,"['Bayes theorem', 'clinical psychology', 'clinical research', 'cluster analysis', 'conceptual framework', 'editorial', 'general linear model', 'human', 'latent class analysis', 'linear regression analysis', 'mathematical model', 'maximum likelihood method', 'mental health research', 'nomenclature', 'outcome variable', 'performance', 'posttraumatic stress disorder', 'practice guideline', 'predictor variable', 'propensity score', 'scientist', 'software', 'statistical analysis', 'statistical model', 'structural equation modeling', 'study design', 'symbolism']",1873-622X 0005-7967,"A.P. Field, School of Psychology, University of Sussex, United Kingdom",English,1,3,Behav.Res.Ther.,,,,,0.0,1.0,,
M10608,10.1038/d41586-022-02868-5,Psychedelic medicine faces the acid test,,JOUR,RefID:830-brody2022psychedelic,"['Brody, H.']",2022.0,609,7929,['L2019343995 2022-10-11 2023-01-31; ID: 14628'],Nature,https://www.embase.com/search/results?subaction=viewrecord&id=L2019343995&from=export http://dx.doi.org/10.1038/d41586-022-02868-5,Journal Article,"['mescaline', 'psilocybine', 'psychedelic agent', 'chronic pain', 'cluster headache', 'depression', 'functional neuroimaging', 'human', 'mental health', 'mental health care personnel', 'migraine', 'note', 'posttraumatic stress disorder', 'psychedelic therapy']",1476-4687 0028-0836,H. Brody,English,,S79,,,,,,0.0,1.0,,
M10769,10.1192/pb.bp.117.056556,Profile: Derek Summerfield-politics and psychiatry,,JOUR,RefID:649-bland2017profile:,"['Bland, J.']",2017.0,41,5,['L623731187 2018-09-10 2018-09-12; ID: 16580'],BJPsych Bulletin,https://www.embase.com/search/results?subaction=viewrecord&id=L623731187&from=export http://dx.doi.org/10.1192/pb.bp.117.056556,Journal Article,"['anti human immunodeficiency virus agent', 'achievement', 'antiviral therapy', 'confidentiality', 'human', 'Human immunodeficiency virus infection', 'life expectancy', 'mental health', 'note', 'politics', 'posttraumatic stress disorder', 'poverty', 'prognosis', 'psychiatrist', 'psychiatry', 'social justice']",2056-4708 2056-4694,"J. Bland, Maudsley Hospital and Political Activist, United Kingdom",English,294,296,,,,,,0.0,1.0,,
M10982,10.1016/S2468-2667(20)30255-3,Time to rethink large refugee centres in Europe,,JOUR,RefID:417-barbieri2021time,"['Barbieri, A.']",2021.0,6,1,['Export Date: 16 October 2023; Cited By: 4; ID: 22951'],The Lancet Public Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096178778&doi=10.1016%2fS2468-2667%2820%2930255-3&partnerID=40&md5=278b776eb405cbb27884d06666cf789d,Journal Article,,,,,,e8,,,,,,0.0,1.0,,
M11288,10.17116/kurort201794419-25,A study of the 'effective' psychotherapist image and expectations about psychotherapy among the employees of hazardous occupations (policemen),,JOUR,RefID:78-agarkov2017study,"['Agarkov, V. A.', 'Bronfman, S. A.', 'Maltseva, D. Y.']",2017.0,94,4,['L621715586 2018-04-23; ID: 16811'],"Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury",https://www.embase.com/search/results?subaction=viewrecord&id=L621715586&from=export http://dx.doi.org/10.17116/kurort201794419-25,Journal Article,"['female', 'human', 'male', 'mental stress', 'occupational exposure', 'police', 'psychology', 'questionnaire', 'therapy']",0042-8787,,Russian,19,25,Vopr.Kurortol.Fizioter.Lech.Fiz.Kult.,,,,,0.0,1.0,,
M11334,10.1016/j.jpainsymman.2023.08.007,PC-FACS August 2023,,JOUR,RefID:23-2023pc-facs,,2023.0,66,4,['Export Date: 16 October 2023; Cited By: 0; ID: 21121'],Journal of pain and symptom management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168326537&doi=10.1016%2fj.jpainsymman.2023.08.007&partnerID=40&md5=872882b2d4abe67c701d535a717ac8f5,Journal Article,,,,,370,376,J.Pain Symptom Manage.,,,,,0.0,1.0,,
M11344,10.1097/BOT.0000000000000794,Section 3: Management of Pain and Psychosocial Consequences,,JOUR,RefID:4-2017section,,2017.0,31,,['Export Date: 16 October 2023; Cited By: 0; ID: 24857'],Journal of orthopaedic trauma,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032136671&doi=10.1097%2fBOT.0000000000000794&partnerID=40&md5=8ddf89779cc5b757d5210fc62db5dc39,Journal Article,,,,,,S70,J.Orthop.Trauma,,,,,0.0,1.0,,
